state,yr,qtr,index_nsa,index_sa
MA,2023,2,432.08,423.16
MA,2023,3,439.94,435.33
MD,1991,1,100,100
MD,1991,2,101.17,100.14
MD,1991,3,100.53,99.61
MD,1991,4,102.07,100.94
MD,1992,1,102.77,102.72
MD,1992,2,101.32,100.31
MD,1992,3,102.96,102
MD,1992,4,103.01,101.94
MD,1993,1,100.97,100.83
MD,1993,2,102.08,101.13
MD,1993,3,102.78,101.76
MD,1993,4,102.57,101.61
MD,1994,1,102.18,101.9
MD,1994,2,103.33,102.44
MD,1994,3,102.76,101.68
MD,1994,4,102.23,101.41
MD,1995,1,101.89,101.45
MD,1995,2,101.59,100.75
MD,1995,3,102.72,101.63
MD,1995,4,102.42,101.73
MD,1996,1,102.68,102.11
MD,1996,2,102.82,101.97
MD,1996,3,103.24,102.17
MD,1996,4,102.74,102.11
MD,1997,1,103.08,102.48
MD,1997,2,102.91,102
MD,1997,3,103.45,102.39
MD,1997,4,103.81,103.2
MD,1998,1,104.74,104.21
MD,1998,2,105.65,104.62
MD,1998,3,106.08,104.93
MD,1998,4,107.23,106.62
MD,1999,1,108.77,108.42
MD,1999,2,111.07,109.86
MD,1999,3,112.33,111.01
MD,1999,4,113.73,113.11
MD,2000,1,114.76,114.61
MD,2000,2,118.8,117.41
MD,2000,3,121.08,119.47
MD,2000,4,121.9,121.26
MD,2001,1,124.54,124.62
MD,2001,2,129.74,128.17
MD,2001,3,133.63,131.61
MD,2001,4,136.17,135.56
MD,2002,1,139.07,139.35
MD,2002,2,146.04,144.23
MD,2002,3,152.02,149.49
MD,2002,4,156.01,155.43
MD,2003,1,157.95,158.4
MD,2003,2,166.97,164.79
MD,2003,3,174.57,171.58
MD,2003,4,178.78,178.26
MD,2004,1,185.48,185.99
MD,2004,2,196.58,193.86
MD,2004,3,207.46,204.04
MD,2004,4,213.6,213.08
MD,2005,1,222.9,223.37
MD,2005,2,239.04,235.63
MD,2005,3,249.91,245.94
MD,2005,4,253.81,253.39
MD,2006,1,257.64,257.85
MD,2006,2,266.23,262.44
MD,2006,3,264.9,260.78
MD,2006,4,263.93,263.64
MD,2007,1,267.07,267.12
MD,2007,2,269.42,265.53
MD,2007,3,265.23,261.2
MD,2007,4,257.94,257.68
MD,2008,1,247.75,247.83
MD,2008,2,238.9,235.42
MD,2008,3,233.19,229.61
MD,2008,4,219.67,219.31
MD,2009,1,219.29,219.74
MD,2009,2,218.92,215.5
MD,2009,3,218.26,214.84
MD,2009,4,211.26,210.79
MD,2010,1,208.87,209.81
MD,2010,2,213.16,209.51
MD,2010,3,207.5,204.15
MD,2010,4,204.82,204.27
MD,2011,1,197.73,199.23
MD,2011,2,200.3,196.29
MD,2011,3,200.66,197.59
MD,2011,4,197.48,196.86
MD,2012,1,194.77,196.68
MD,2012,2,206.52,201.88
MD,2012,3,204.62,201.63
MD,2012,4,205.15,204.56
MD,2013,1,206.24,208.48
MD,2013,2,216.62,211.27
MD,2013,3,217.42,214.47
MD,2013,4,215.94,215.48
MD,2014,1,213.86,216.09
MD,2014,2,222.44,216.78
MD,2014,3,218.82,215.91
MD,2014,4,218.15,217.99
MD,2015,1,215.81,217.79
MD,2015,2,225.6,219.77
MD,2015,3,223.33,220.51
MD,2015,4,220.36,220.33
MD,2016,1,223.71,225.43
MD,2016,2,233.84,227.97
MD,2016,3,229.79,226.88
MD,2016,4,232.17,232.31
MD,2017,1,231.61,233
MD,2017,2,240.9,235.14
MD,2017,3,241.91,238.85
MD,2017,4,240.63,240.87
MD,2018,1,242.3,243.3
MD,2018,2,249.65,244.04
MD,2018,3,248.15,244.98
MD,2018,4,244.88,245.3
MD,2019,1,245.27,245.74
MD,2019,2,254.04,248.59
MD,2019,3,254.08,250.99
MD,2019,4,252.75,253.28
MD,2020,1,255.31,255.41
MD,2020,2,262.85,257.22
MD,2020,3,272.84,269.81
MD,2020,4,278.9,279.61
MD,2021,1,289.69,289.42
MD,2021,2,302,295.42
MD,2021,3,307.21,304.2
MD,2021,4,309.95,310.79
MD,2022,1,326.19,325.65
MD,2022,2,337.28,329.74
MD,2022,3,332.32,329.39
MD,2022,4,330.12,331.08
MD,2023,1,334.01,333.25
MD,2023,2,352.88,344.92
MD,2023,3,353.38,350.47
ME,1991,1,100,100
ME,1991,2,100.98,101.6
ME,1991,3,101.25,101.42
ME,1991,4,100.16,101.3
ME,1992,1,102.43,102.51
ME,1992,2,98.97,99.51
ME,1992,3,100.35,100.5
ME,1992,4,100.54,101.71
ME,1993,1,95.43,95.58
ME,1993,2,99.31,99.78
ME,1993,3,97.68,97.77
ME,1993,4,97.3,98.46
ME,1994,1,98.34,98.67
ME,1994,2,98.48,98.79
ME,1994,3,97.9,97.99
ME,1994,4,96.35,97.45
ME,1995,1,96.81,97.3
ME,1995,2,98.36,98.54
ME,1995,3,98.68,98.82
ME,1995,4,97.46,98.41
ME,1996,1,101.7,102.48
ME,1996,2,101.22,101.26
ME,1996,3,102.51,102.76
ME,1996,4,100.94,101.69
ME,1997,1,101.5,102.51
ME,1997,2,102.79,102.78
ME,1997,3,103.01,103.3
ME,1997,4,105.53,106.09
ME,1998,1,105.29,106.54
ME,1998,2,108.25,108.23
ME,1998,3,108.96,109.27
ME,1998,4,112.12,112.56
ME,1999,1,112.29,113.77
ME,1999,2,116.27,116.26
ME,1999,3,118.66,118.94
ME,1999,4,120.92,121.4
ME,2000,1,121.14,122.75
ME,2000,2,127.09,127.13
ME,2000,3,129.87,130.03
ME,2000,4,132.33,133.02
ME,2001,1,135.42,137.12
ME,2001,2,139.68,139.8
ME,2001,3,145.4,145.4
ME,2001,4,146.01,147.07
ME,2002,1,151.03,152.67
ME,2002,2,156.86,157.12
ME,2002,3,162.19,162.06
ME,2002,4,164.65,166.04
ME,2003,1,168.45,170.1
ME,2003,2,173.17,173.54
ME,2003,3,177.51,177.35
ME,2003,4,184.71,186.32
ME,2004,1,184.42,186.13
ME,2004,2,194.24,194.7
ME,2004,3,200.16,200.08
ME,2004,4,201.92,203.49
ME,2005,1,207.98,210.05
ME,2005,2,213.67,214.13
ME,2005,3,218.31,218.32
ME,2005,4,219.06,220.59
ME,2006,1,218.04,220.32
ME,2006,2,219.27,219.65
ME,2006,3,219.44,219.62
ME,2006,4,217.89,219.19
ME,2007,1,216.9,219.24
ME,2007,2,219.75,220.24
ME,2007,3,218.78,218.98
ME,2007,4,217.84,218.9
ME,2008,1,213.7,216.06
ME,2008,2,213.99,214.69
ME,2008,3,212.4,212.62
ME,2008,4,204.86,205.52
ME,2009,1,208.65,211.03
ME,2009,2,208.97,209.99
ME,2009,3,204.56,204.63
ME,2009,4,203.11,203.55
ME,2010,1,200.41,202.73
ME,2010,2,198.51,199.78
ME,2010,3,201.74,201.63
ME,2010,4,199.83,200.18
ME,2011,1,194.21,196.43
ME,2011,2,194.13,195.66
ME,2011,3,198.11,197.66
ME,2011,4,197.7,198.19
ME,2012,1,193.13,195.4
ME,2012,2,193.8,195.37
ME,2012,3,193.51,192.74
ME,2012,4,197.81,198.61
ME,2013,1,199.58,202.02
ME,2013,2,199.58,201.06
ME,2013,3,201.43,200.33
ME,2013,4,197.43,198.56
ME,2014,1,200.04,202.68
ME,2014,2,202.28,203.5
ME,2014,3,206.96,205.57
ME,2014,4,202.8,204.31
ME,2015,1,201.96,204.76
ME,2015,2,211.03,212.12
ME,2015,3,211.69,210.05
ME,2015,4,209.89,211.6
ME,2016,1,211.54,214.75
ME,2016,2,215.37,216.3
ME,2016,3,220.83,218.93
ME,2016,4,225.08,226.99
ME,2017,1,221.96,225.56
ME,2017,2,228.55,229.38
ME,2017,3,236.13,234.1
ME,2017,4,234.23,236.06
ME,2018,1,236.69,240.91
ME,2018,2,243.96,244.59
ME,2018,3,250.18,247.94
ME,2018,4,250.12,252.15
ME,2019,1,252.13,257.06
ME,2019,2,259.29,259.42
ME,2019,3,266.64,264.22
ME,2019,4,266.39,268.65
ME,2020,1,269.56,275.63
ME,2020,2,278.84,278.01
ME,2020,3,290.94,288.23
ME,2020,4,304.54,307.51
ME,2021,1,311.51,319.41
ME,2021,2,340.86,338.5
ME,2021,3,360.16,356.89
ME,2021,4,367.04,370.88
ME,2022,1,377.59,388.34
ME,2022,2,415.9,411.57
ME,2022,3,413.31,409.47
ME,2022,4,412.66,417.47
ME,2023,1,414.26,426.91
ME,2023,2,448.85,443
ME,2023,3,459.28,455.05
MI,1991,1,100,100
MI,1991,2,101.78,100.63
MI,1991,3,102.01,101.15
MI,1991,4,102.43,102.09
MI,1992,1,103.7,103.71
MI,1992,2,104.78,103.61
MI,1992,3,105.59,104.67
MI,1992,4,106.1,105.75
MI,1993,1,105.59,105.6
MI,1993,2,107.97,106.77
MI,1993,3,108.77,107.79
MI,1993,4,109.41,109.1
MI,1994,1,110.48,110.48
MI,1994,2,113.09,111.85
MI,1994,3,114.69,113.59
MI,1994,4,115.66,115.38
MI,1995,1,117.66,117.64
MI,1995,2,121.28,119.96
MI,1995,3,123.63,122.42
MI,1995,4,125.31,125.05
MI,1996,1,127.6,127.55
MI,1996,2,131.45,130.03
MI,1996,3,133.67,132.35
MI,1996,4,134.66,134.4
MI,1997,1,136.64,136.59
MI,1997,2,140.17,138.65
MI,1997,3,141.69,140.28
MI,1997,4,142.86,142.59
MI,1998,1,144.75,144.7
MI,1998,2,148.66,147.05
MI,1998,3,151.04,149.5
MI,1998,4,152.55,152.3
MI,1999,1,154.87,154.82
MI,1999,2,158.95,157.27
MI,1999,3,161.54,159.8
MI,1999,4,162.61,162.38
MI,2000,1,165.39,165.35
MI,2000,2,170.02,168.29
MI,2000,3,172.51,170.56
MI,2000,4,172.84,172.58
MI,2001,1,174.85,174.85
MI,2001,2,178.39,176.64
MI,2001,3,181.01,178.87
MI,2001,4,180.91,180.57
MI,2002,1,182.22,182.35
MI,2002,2,185.96,184.12
MI,2002,3,187.57,185.32
MI,2002,4,188.01,187.55
MI,2003,1,188.66,188.98
MI,2003,2,191.53,189.6
MI,2003,3,194.34,191.93
MI,2003,4,193.91,193.38
MI,2004,1,194.42,195
MI,2004,2,198.3,196.14
MI,2004,3,199.76,197.2
MI,2004,4,199.34,198.84
MI,2005,1,198.85,199.69
MI,2005,2,202.3,199.84
MI,2005,3,202.84,200.15
MI,2005,4,199.25,198.9
MI,2006,1,195.71,196.73
MI,2006,2,198.11,195.39
MI,2006,3,195.73,193.17
MI,2006,4,190.76,190.51
MI,2007,1,187.13,188.29
MI,2007,2,187.4,184.55
MI,2007,3,181.49,179.23
MI,2007,4,172.92,172.51
MI,2008,1,166.26,167.65
MI,2008,2,163.94,161.26
MI,2008,3,158.55,156.64
MI,2008,4,151.05,150.27
MI,2009,1,154.3,156.21
MI,2009,2,153.24,150.7
MI,2009,3,149.1,147.1
MI,2009,4,146.54,145.36
MI,2010,1,141.14,143.58
MI,2010,2,146,143.63
MI,2010,3,144.82,142.38
MI,2010,4,143.14,141.94
MI,2011,1,135.46,138.23
MI,2011,2,138.84,136.69
MI,2011,3,141.82,138.79
MI,2011,4,140.68,139.9
MI,2012,1,137.28,140.16
MI,2012,2,146.69,144.41
MI,2012,3,150.41,146.78
MI,2012,4,149.84,149.6
MI,2013,1,151.37,154.29
MI,2013,2,160.81,158.22
MI,2013,3,165.05,160.99
MI,2013,4,162.59,162.76
MI,2014,1,163.14,165.94
MI,2014,2,170.92,168.08
MI,2014,3,175.65,171.55
MI,2014,4,173.67,174
MI,2015,1,172.91,175.52
MI,2015,2,182.44,179.32
MI,2015,3,184.23,180.28
MI,2015,4,183.72,184.15
MI,2016,1,184.01,186.34
MI,2016,2,192.03,188.76
MI,2016,3,196.55,192.65
MI,2016,4,195.12,195.74
MI,2017,1,197.94,200
MI,2017,2,207.25,203.66
MI,2017,3,210.94,207.14
MI,2017,4,210.27,211
MI,2018,1,214,215.84
MI,2018,2,222.77,218.88
MI,2018,3,225.83,222.1
MI,2018,4,224.94,225.64
MI,2019,1,226.77,228.65
MI,2019,2,236.13,231.77
MI,2019,3,238.36,234.72
MI,2019,4,237.6,238.41
MI,2020,1,241.2,243.16
MI,2020,2,248.54,243.61
MI,2020,3,258.31,254.5
MI,2020,4,264.25,265.53
MI,2021,1,272.68,274.85
MI,2021,2,292.04,285.75
MI,2021,3,301.17,296.69
MI,2021,4,304.5,306.76
MI,2022,1,316.43,318.66
MI,2022,2,332.66,325.11
MI,2022,3,330.56,325.58
MI,2022,4,324.72,327.69
MI,2023,1,330.61,332.78
MI,2023,2,348.99,340.95
MI,2023,3,356.85,351.27
MN,1991,1,100,100
MN,1991,2,99.3,98.72
MN,1991,3,99.94,99.19
MN,1991,4,100.32,100.23
MN,1992,1,101.12,101.15
MN,1992,2,102.66,102.06
MN,1992,3,104.17,103.37
MN,1992,4,104.42,104.31
MN,1993,1,105.32,105.43
MN,1993,2,107.53,106.88
MN,1993,3,109.03,108.15
MN,1993,4,109.46,109.31
MN,1994,1,111.03,111.25
MN,1994,2,112.79,112.09
MN,1994,3,113.5,112.51
MN,1994,4,113.74,113.58
MN,1995,1,113.66,113.97
MN,1995,2,116.16,115.43
MN,1995,3,118.39,117.28
MN,1995,4,118.92,118.76
MN,1996,1,119.57,119.99
MN,1996,2,122.47,121.68
MN,1996,3,123.58,122.31
MN,1996,4,124.28,124.17
MN,1997,1,124.74,125.25
MN,1997,2,126.82,125.97
MN,1997,3,128.85,127.44
MN,1997,4,128.49,128.46
MN,1998,1,130.02,130.6
MN,1998,2,133.68,132.73
MN,1998,3,137.43,135.81
MN,1998,4,138.99,139.1
MN,1999,1,141.3,141.96
MN,1999,2,147.45,146.32
MN,1999,3,151.44,149.6
MN,1999,4,153.03,153.25
MN,2000,1,157.17,157.93
MN,2000,2,163.61,162.28
MN,2000,3,168.56,166.48
MN,2000,4,171.16,171.48
MN,2001,1,175.37,176.22
MN,2001,2,182.67,181.13
MN,2001,3,187.95,185.65
MN,2001,4,188.69,189.06
MN,2002,1,192.17,193.09
MN,2002,2,199.74,198.05
MN,2002,3,205.01,202.54
MN,2002,4,206.37,206.76
MN,2003,1,210.26,211.24
MN,2003,2,216.62,214.79
MN,2003,3,221.02,218.43
MN,2003,4,223.62,224.01
MN,2004,1,226.28,227.27
MN,2004,2,232.58,230.59
MN,2004,3,237.55,234.84
MN,2004,4,237.76,238.2
MN,2005,1,239.84,240.84
MN,2005,2,246.47,244.33
MN,2005,3,250.41,247.57
MN,2005,4,250.21,250.73
MN,2006,1,249.8,250.87
MN,2006,2,252.9,250.63
MN,2006,3,251.81,248.94
MN,2006,4,247.83,248.21
MN,2007,1,248.72,250.2
MN,2007,2,250.11,247.68
MN,2007,3,246.51,243.6
MN,2007,4,237.6,237.64
MN,2008,1,231.52,233.59
MN,2008,2,229.21,226.83
MN,2008,3,225.53,222.68
MN,2008,4,215.45,215.01
MN,2009,1,214.71,217.56
MN,2009,2,216.66,214.24
MN,2009,3,213.97,210.92
MN,2009,4,211.91,211.1
MN,2010,1,204.57,208.15
MN,2010,2,211.52,209.03
MN,2010,3,208.65,205.26
MN,2010,4,204.27,203.33
MN,2011,1,190.63,194.63
MN,2011,2,195.25,192.74
MN,2011,3,197.67,194.15
MN,2011,4,196.19,195.42
MN,2012,1,191.02,195.33
MN,2012,2,201.69,198.87
MN,2012,3,206.56,202.69
MN,2012,4,206.38,205.97
MN,2013,1,206.08,210.63
MN,2013,2,216.69,213.37
MN,2013,3,223.18,219.01
MN,2013,4,218.98,219.16
MN,2014,1,218.75,223.09
MN,2014,2,228.56,224.83
MN,2014,3,228.88,224.78
MN,2014,4,226.82,227.64
MN,2015,1,224.26,228.02
MN,2015,2,237.88,233.81
MN,2015,3,239.57,235.62
MN,2015,4,238.55,239.88
MN,2016,1,239.57,242.88
MN,2016,2,249.99,245.65
MN,2016,3,254.06,250.23
MN,2016,4,251.86,253.59
MN,2017,1,255.64,258.47
MN,2017,2,266.43,261.9
MN,2017,3,269.16,265.4
MN,2017,4,267.54,269.6
MN,2018,1,272.71,275.15
MN,2018,2,283.05,278.29
MN,2018,3,286.15,282.4
MN,2018,4,282.58,284.97
MN,2019,1,288.73,290.89
MN,2019,2,296.87,291.78
MN,2019,3,299.79,296.11
MN,2019,4,298.54,301.24
MN,2020,1,303.02,305.23
MN,2020,2,313.72,307.92
MN,2020,3,320.86,317.17
MN,2020,4,326.75,329.93
MN,2021,1,337.2,339.73
MN,2021,2,359.01,351.83
MN,2021,3,366.1,362.04
MN,2021,4,368.03,371.88
MN,2022,1,379.44,382.55
MN,2022,2,399.79,391.16
MN,2022,3,393.54,389.26
MN,2022,4,386.04,390.4
MN,2023,1,390.65,394.01
MN,2023,2,410.35,401.02
MN,2023,3,411.94,407.46
MO,1991,1,100,100
MO,1991,2,100.94,100.43
MO,1991,3,101.3,100.38
MO,1991,4,102.13,101.81
MO,1992,1,102.46,102.44
MO,1992,2,103.34,102.83
MO,1992,3,104.17,103.22
MO,1992,4,104.22,103.91
MO,1993,1,103.95,103.93
MO,1993,2,106.3,105.77
MO,1993,3,108.34,107.35
MO,1993,4,109,108.7
MO,1994,1,110.44,110.38
MO,1994,2,112.17,111.61
MO,1994,3,113.89,112.85
MO,1994,4,113.92,113.65
MO,1995,1,115.02,114.93
MO,1995,2,116.62,116.03
MO,1995,3,118.67,117.61
MO,1995,4,119.05,118.79
MO,1996,1,119.58,119.44
MO,1996,2,122.05,121.4
MO,1996,3,123.13,122.07
MO,1996,4,123.72,123.46
MO,1997,1,124.84,124.7
MO,1997,2,125.65,124.92
MO,1997,3,126.94,125.91
MO,1997,4,127.46,127.17
MO,1998,1,128.76,128.66
MO,1998,2,131.09,130.26
MO,1998,3,133.15,132.1
MO,1998,4,134.51,134.17
MO,1999,1,136.31,136.3
MO,1999,2,138.95,137.97
MO,1999,3,140.89,139.81
MO,1999,4,141.39,141.01
MO,2000,1,142.95,143.02
MO,2000,2,146.96,145.87
MO,2000,3,148.12,146.96
MO,2000,4,150,149.61
MO,2001,1,150.85,150.99
MO,2001,2,155.4,154.21
MO,2001,3,157.39,156.12
MO,2001,4,158.32,157.93
MO,2002,1,159.38,159.57
MO,2002,2,162.77,161.53
MO,2002,3,164.84,163.4
MO,2002,4,166.3,165.97
MO,2003,1,168.12,168.34
MO,2003,2,171.17,169.88
MO,2003,3,174.47,172.79
MO,2003,4,175.75,175.54
MO,2004,1,178.2,178.46
MO,2004,2,181.66,180.31
MO,2004,3,184.37,182.33
MO,2004,4,185.63,185.62
MO,2005,1,187.02,187.43
MO,2005,2,192.48,190.93
MO,2005,3,195.92,193.46
MO,2005,4,196.02,196.3
MO,2006,1,198.29,198.93
MO,2006,2,201.33,199.48
MO,2006,3,203.89,201.08
MO,2006,4,201.6,202.15
MO,2007,1,202.7,203.63
MO,2007,2,205.05,202.88
MO,2007,3,205.73,202.66
MO,2007,4,199.04,199.82
MO,2008,1,194.3,195.42
MO,2008,2,197.5,195.21
MO,2008,3,194.84,191.7
MO,2008,4,188.27,189.15
MO,2009,1,189.01,190.38
MO,2009,2,190.6,188.2
MO,2009,3,189.94,186.71
MO,2009,4,186.78,187.76
MO,2010,1,181.86,183.35
MO,2010,2,188.38,185.93
MO,2010,3,184.71,181.44
MO,2010,4,176.19,177.1
MO,2011,1,172.3,173.91
MO,2011,2,175.32,172.97
MO,2011,3,178.08,174.88
MO,2011,4,174.07,174.9
MO,2012,1,174.48,176.27
MO,2012,2,179.48,177.05
MO,2012,3,180.43,177.19
MO,2012,4,178.54,179.27
MO,2013,1,179.43,181.4
MO,2013,2,185.38,182.78
MO,2013,3,188.12,184.89
MO,2013,4,184.47,185.08
MO,2014,1,184.07,186.12
MO,2014,2,191.53,188.76
MO,2014,3,193.5,190.41
MO,2014,4,192.13,192.67
MO,2015,1,190.59,192.57
MO,2015,2,198.57,195.7
MO,2015,3,200.84,197.9
MO,2015,4,200.47,200.91
MO,2016,1,203.39,205.32
MO,2016,2,207.48,204.5
MO,2016,3,211.25,208.44
MO,2016,4,210.89,211.32
MO,2017,1,211.09,212.73
MO,2017,2,220.73,217.68
MO,2017,3,222.15,219.46
MO,2017,4,221.72,222.08
MO,2018,1,225.72,227.25
MO,2018,2,232.02,228.81
MO,2018,3,235.78,233.13
MO,2018,4,235.45,235.92
MO,2019,1,236.97,238.35
MO,2019,2,244.25,240.77
MO,2019,3,246.85,244.19
MO,2019,4,250.34,251.04
MO,2020,1,253.12,254.58
MO,2020,2,260.4,256.31
MO,2020,3,270.17,267.33
MO,2020,4,276.69,277.92
MO,2021,1,285.52,287.1
MO,2021,2,303.57,298.34
MO,2021,3,313.31,309.99
MO,2021,4,318.91,320.87
MO,2022,1,331.53,333.45
MO,2022,2,350.05,343.41
MO,2022,3,349.3,345.54
MO,2022,4,346.09,348.83
MO,2023,1,353.18,355.2
MO,2023,2,370.94,363.48
MO,2023,3,375.04,370.94
MS,1991,1,100,100
MS,1991,2,98.96,99.16
MS,1991,3,98.96,99.54
MS,1991,4,100.47,101.07
MS,1992,1,103.36,103.44
MS,1992,2,103.64,103.85
MS,1992,3,103.56,104.14
MS,1992,4,103.87,104.43
MS,1993,1,105.21,105.44
MS,1993,2,106.36,106.55
MS,1993,3,107.79,108.31
MS,1993,4,109.32,109.83
MS,1994,1,111.1,111.54
MS,1994,2,113.22,113.39
MS,1994,3,113.85,114.28
MS,1994,4,115.33,115.84
MS,1995,1,115.79,116.42
MS,1995,2,117.71,117.84
MS,1995,3,118.86,119.21
MS,1995,4,119.95,120.47
MS,1996,1,120.11,120.9
MS,1996,2,121.65,121.75
MS,1996,3,124.19,124.45
MS,1996,4,124.25,124.86
MS,1997,1,124.71,125.58
MS,1997,2,126.43,126.49
MS,1997,3,126.85,127.01
MS,1997,4,127.27,128.01
MS,1998,1,129.3,130.24
MS,1998,2,131.29,131.33
MS,1998,3,132.03,132.1
MS,1998,4,133.8,134.68
MS,1999,1,135.31,136.29
MS,1999,2,137.48,137.51
MS,1999,3,138.54,138.57
MS,1999,4,137.66,138.57
MS,2000,1,138.8,139.82
MS,2000,2,141.74,141.81
MS,2000,3,143.05,143.03
MS,2000,4,141.93,142.83
MS,2001,1,142.53,143.6
MS,2001,2,144.9,145.06
MS,2001,3,146.28,146.23
MS,2001,4,146.94,147.83
MS,2002,1,147.23,148.32
MS,2002,2,147.5,147.73
MS,2002,3,150.32,150.29
MS,2002,4,151.87,152.69
MS,2003,1,152.48,153.61
MS,2003,2,153.94,154.2
MS,2003,3,155.19,155.25
MS,2003,4,155.04,155.8
MS,2004,1,156.87,158.03
MS,2004,2,160.3,160.54
MS,2004,3,162.36,162.53
MS,2004,4,162.42,163.1
MS,2005,1,165.52,166.89
MS,2005,2,168.8,168.88
MS,2005,3,173.08,173.31
MS,2005,4,178.26,178.91
MS,2006,1,180.16,182.02
MS,2006,2,186.37,186.22
MS,2006,3,188.78,188.9
MS,2006,4,191.64,192.21
MS,2007,1,194.47,197.14
MS,2007,2,195.68,195.23
MS,2007,3,193.89,193.63
MS,2007,4,194.1,194.71
MS,2008,1,189.97,193.27
MS,2008,2,192.53,191.81
MS,2008,3,186.59,185.91
MS,2008,4,187.25,187.89
MS,2009,1,177.91,181.61
MS,2009,2,183.26,182.35
MS,2009,3,184.04,182.93
MS,2009,4,178.15,178.97
MS,2010,1,173.38,177.26
MS,2010,2,177.84,176.79
MS,2010,3,178.3,177.06
MS,2010,4,172.98,174.01
MS,2011,1,168.55,172.23
MS,2011,2,174.54,173.44
MS,2011,3,174.34,173.15
MS,2011,4,175.52,176.92
MS,2012,1,170.76,173.96
MS,2012,2,174.8,173.68
MS,2012,3,177.66,176.9
MS,2012,4,175.3,176.8
MS,2013,1,177.05,179.68
MS,2013,2,181.87,180.83
MS,2013,3,178.67,178.41
MS,2013,4,177.08,178.6
MS,2014,1,178.14,180.15
MS,2014,2,181.45,180.52
MS,2014,3,182.28,182.58
MS,2014,4,180.81,182.18
MS,2015,1,184.15,185.77
MS,2015,2,186.58,185.82
MS,2015,3,186,186.67
MS,2015,4,189.2,190.4
MS,2016,1,188.82,190.24
MS,2016,2,192.02,191.42
MS,2016,3,191.89,192.85
MS,2016,4,194.14,195.02
MS,2017,1,193.62,195.06
MS,2017,2,196.58,196.23
MS,2017,3,198.83,199.73
MS,2017,4,194.2,194.91
MS,2018,1,199.77,201.35
MS,2018,2,203.42,203.27
MS,2018,3,202.59,203.24
MS,2018,4,206.02,206.77
MS,2019,1,205.88,207.62
MS,2019,2,209.4,209.44
MS,2019,3,211.53,211.8
MS,2019,4,211.96,212.85
MS,2020,1,214.57,216.55
MS,2020,2,219.52,219.65
MS,2020,3,226.35,226.21
MS,2020,4,229.72,230.9
MS,2021,1,235.03,237.34
MS,2021,2,245.26,245.46
MS,2021,3,255.48,254.9
MS,2021,4,266.98,268.58
MS,2022,1,273.47,276.34
MS,2022,2,284.36,284.51
MS,2022,3,295.49,294.53
MS,2022,4,286.72,288.67
MS,2023,1,292.46,295.62
MS,2023,2,300.09,300.13
MS,2023,3,303.97,302.89
MT,1991,1,100,100
MT,1991,2,104.04,103.36
MT,1991,3,106.42,105.94
MT,1991,4,110.69,109.43
MT,1992,1,111.54,111.57
MT,1992,2,113.93,113.22
MT,1992,3,117.43,116.77
MT,1992,4,121.24,119.93
MT,1993,1,124.09,124.16
MT,1993,2,128.92,128.15
MT,1993,3,131.69,130.69
MT,1993,4,136.49,135.25
MT,1994,1,137.18,137.27
MT,1994,2,145.05,144.18
MT,1994,3,143.58,142.24
MT,1994,4,146.76,145.71
MT,1995,1,147.26,147.34
MT,1995,2,149.74,148.8
MT,1995,3,154.4,152.72
MT,1995,4,153.56,152.77
MT,1996,1,153.46,153.5
MT,1996,2,157.18,156.15
MT,1996,3,159.72,157.84
MT,1996,4,158.22,157.62
MT,1997,1,160.9,160.87
MT,1997,2,160.72,159.64
MT,1997,3,160.54,158.57
MT,1997,4,161.11,160.69
MT,1998,1,162.49,162.37
MT,1998,2,163.82,162.64
MT,1998,3,165.41,163.46
MT,1998,4,165.32,164.92
MT,1999,1,165.43,165.25
MT,1999,2,169.44,168.19
MT,1999,3,173.08,171.13
MT,1999,4,171.98,171.49
MT,2000,1,173.26,173.14
MT,2000,2,175.81,174.46
MT,2000,3,178.92,176.9
MT,2000,4,178.24,177.7
MT,2001,1,184.29,184.36
MT,2001,2,185.92,184.38
MT,2001,3,186.65,184.44
MT,2001,4,189.52,189
MT,2002,1,192.52,192.86
MT,2002,2,195.86,193.91
MT,2002,3,201.11,198.73
MT,2002,4,202.9,202.45
MT,2003,1,204.83,205.34
MT,2003,2,214.1,211.72
MT,2003,3,219.86,217.24
MT,2003,4,221.39,221.02
MT,2004,1,223.22,223.92
MT,2004,2,235.15,232.21
MT,2004,3,241.03,238.27
MT,2004,4,243.63,243.36
MT,2005,1,249.31,249.96
MT,2005,2,262.57,259.29
MT,2005,3,267.38,264.37
MT,2005,4,273.2,273.07
MT,2006,1,282.41,282.76
MT,2006,2,291.46,287.98
MT,2006,3,298.22,295.01
MT,2006,4,300.18,300.12
MT,2007,1,304.13,303.89
MT,2007,2,313.7,310.6
MT,2007,3,314.42,310.83
MT,2007,4,314.79,314.77
MT,2008,1,314.4,313.85
MT,2008,2,311.44,308.79
MT,2008,3,312.13,308.46
MT,2008,4,298.99,298.78
MT,2009,1,304.21,303.68
MT,2009,2,300.12,297.81
MT,2009,3,300.66,297.08
MT,2009,4,296.22,295.8
MT,2010,1,294.54,294.12
MT,2010,2,292.92,290.63
MT,2010,3,290.32,287.19
MT,2010,4,277.87,277.1
MT,2011,1,273.01,272.68
MT,2011,2,283.88,281.65
MT,2011,3,283.34,280.57
MT,2011,4,285.76,284.7
MT,2012,1,284.1,283.74
MT,2012,2,289.99,287.62
MT,2012,3,291.5,289.05
MT,2012,4,299.63,298.27
MT,2013,1,305.28,304.8
